docId,filename,top topics, and contribution to doc ...
1,null-source,10,0.500,2,0.500
2,null-source,10,0.500,5,0.500
3,null-source,4,1.000
4,null-source,9,0.500,6,0.500
5,null-source,10,0.333,8,0.167,5,0.167,3,0.167,2,0.167
6,null-source,4,1.000
7,null-source,7,0.500,4,0.500
8,null-source,7,0.500,5,0.500
9,null-source,10,0.250,8,0.250,5,0.250,2,0.250
10,null-source,2,0.500,1,0.500
11,null-source,8,0.500,3,0.500
12,null-source,8,0.500,2,0.500
13,null-source,10,0.500,3,0.500
14,null-source,8,0.500,3,0.500
15,null-source,10,0.500,3,0.500
16,null-source,10,0.500,3,0.500
17,null-source,9,0.500,8,0.500
18,null-source,10,0.500,6,0.500
19,null-source,3,0.500,2,0.500
20,null-source,6,0.500,5,0.500
21,null-source,9,0.667,5,0.333
22,null-source,9,1.000
23,null-source,3,0.500,1,0.500
24,null-source,7,0.500,2,0.500
25,null-source,6,0.400,10,0.200,3,0.200,2,0.200
26,null-source,10,0.500,2,0.500
27,null-source,10,0.500,2,0.500
28,null-source,5,0.500,2,0.500
29,null-source,2,0.333,6,0.167,5,0.167,4,0.167,3,0.167
30,null-source,8,0.500,3,0.500
31,null-source,9,0.500,5,0.500
32,null-source,8,0.500,5,0.500
33,null-source,5,0.600,3,0.200,2,0.200
34,null-source,4,0.500,1,0.500
35,null-source,8,1.000
36,null-source,10,0.500,5,0.500
37,null-source,5,0.500,3,0.500
38,null-source,7,0.500,6,0.500
39,null-source,6,0.500,5,0.500
40,null-source,5,0.500,2,0.500
41,null-source,9,0.500,8,0.500
42,null-source,8,1.000
43,null-source,7,0.500,1,0.500
44,null-source,8,0.500,5,0.500
45,null-source,4,0.500,1,0.500
46,null-source,8,0.500,1,0.500
47,null-source,10,0.500,5,0.500
48,null-source,3,0.500,2,0.500
49,null-source,3,0.500,9,0.250,4,0.250
50,null-source,9,0.500,6,0.500
51,null-source,8,0.500,5,0.500
52,null-source,4,0.500,2,0.500
53,null-source,6,0.500,4,0.500
54,null-source,5,0.500,2,0.500
55,null-source,5,0.500,1,0.500
56,null-source,5,0.500,4,0.500
57,null-source,4,0.500,9,0.250,8,0.250
58,null-source,3,0.500,2,0.500
59,null-source,6,0.500,5,0.500
60,null-source,8,0.500,1,0.500
61,null-source,2,1.000
62,null-source,8,0.500,5,0.500
63,null-source,3,0.500,1,0.500
64,null-source,6,0.500,4,0.500
65,null-source,5,0.333,1,0.333,9,0.167,8,0.167
66,null-source,10,0.500,2,0.500
67,null-source,4,0.500,2,0.500
68,null-source,8,0.500,2,0.500
69,null-source,9,0.500,3,0.500
70,null-source,8,0.500,1,0.500
71,null-source,7,0.500,1,0.500
72,null-source,10,0.500,3,0.500
73,null-source,9,0.500,3,0.500
74,null-source,9,0.500,7,0.500
75,null-source,10,0.500,1,0.500
76,null-source,7,0.500,1,0.500
77,null-source,4,0.333,2,0.333,7,0.167,6,0.167
78,null-source,9,0.500,6,0.500
79,null-source,9,0.500,4,0.500
80,null-source,3,0.500,2,0.500
81,null-source,2,0.500,7,0.250,6,0.250
82,null-source,6,0.500,1,0.500
83,null-source,8,0.500,7,0.500
84,null-source,10,0.500,9,0.500
85,null-source,7,0.500,8,0.250,2,0.250
86,null-source,9,0.500,4,0.500
87,null-source,10,0.500,9,0.500
88,null-source,3,0.500,2,0.500
89,null-source,9,0.500,5,0.500
90,null-source,2,1.000
91,null-source,8,1.000
92,null-source,7,0.500,6,0.500
93,null-source,8,0.333,2,0.333,5,0.167,4,0.167
94,null-source,6,0.500,1,0.500
95,null-source,7,0.500,6,0.500
96,null-source,6,0.500,1,0.500
97,null-source,9,0.500,10,0.250,8,0.250
98,null-source,9,0.500,1,0.500
99,null-source,9,0.500,2,0.500
100,null-source,10,1.000
101,null-source,8,0.250,6,0.250,5,0.167,9,0.083,7,0.083,3,0.083,2,0.083
102,null-source,4,1.000
103,null-source,4,0.500,2,0.500
104,null-source,6,0.500,2,0.500
105,null-source,6,0.400,8,0.200,5,0.200,1,0.200
106,null-source,6,0.500,2,0.500
107,null-source,6,0.500,5,0.500
108,null-source,10,0.500,8,0.500
109,null-source,8,0.400,5,0.200,4,0.200,3,0.200
110,null-source,7,1.000
111,null-source,9,0.500,5,0.500
112,null-source,4,0.500,3,0.500
113,null-source,3,0.500,2,0.500
114,null-source,8,1.000
115,null-source,6,0.500,4,0.500
116,null-source,6,0.500,4,0.500
117,null-source,4,0.750,2,0.250
118,null-source,10,0.500,6,0.500
119,null-source,10,0.500,2,0.500
120,null-source,5,1.000
121,null-source,4,0.429,10,0.143,9,0.143,2,0.143,1,0.143
122,null-source,8,0.500,4,0.500
123,null-source,7,0.500,4,0.500
124,null-source,4,1.000
125,null-source,7,1.000
126,null-source,2,1.000
127,null-source,5,0.500,4,0.500
128,null-source,4,0.500,3,0.500
129,null-source,4,0.286,10,0.143,8,0.143,3,0.143,2,0.143,1,0.143
130,null-source,5,0.500,3,0.500
131,null-source,5,0.500,1,0.500
132,null-source,9,0.500,5,0.500
133,null-source,10,0.400,2,0.400,8,0.200
134,null-source,8,0.500,1,0.500
135,null-source,8,1.000
136,null-source,7,0.500,3,0.500
137,null-source,3,0.500,1,0.500
138,null-source,4,0.500,3,0.500
139,null-source,6,0.500,2,0.500
140,null-source,7,0.500,5,0.500
141,null-source,8,0.500,6,0.250,2,0.250
142,null-source,3,0.500,2,0.500
143,null-source,7,0.500,2,0.500
144,null-source,9,0.500,8,0.500
145,null-source,10,0.500,7,0.500
146,null-source,8,0.500,2,0.500
147,null-source,8,0.500,5,0.500
148,null-source,4,0.500,2,0.500
149,null-source,5,0.667,4,0.333
150,null-source,4,0.500,1,0.500
151,null-source,9,0.500,3,0.500
152,null-source,5,0.500,4,0.500
153,null-source,8,0.333,6,0.167,3,0.167,2,0.167,1,0.167
154,null-source,3,1.000
155,null-source,9,0.500,1,0.500
156,null-source,9,0.500,8,0.500
157,null-source,1,0.375,3,0.250,8,0.125,7,0.125,4,0.125
158,null-source,4,0.500,2,0.500
159,null-source,8,0.500,2,0.500
160,null-source,2,1.000
161,null-source,10,0.200,8,0.200,5,0.200,9,0.100,6,0.100,4,0.100,2,0.100
162,null-source,10,0.500,9,0.500
163,null-source,5,0.500,2,0.500
164,null-source,7,0.500,5,0.500
165,null-source,7,0.308,8,0.231,2,0.154,9,0.077,6,0.077,3,0.077,1,0.077
166,null-source,5,0.500,2,0.500
167,null-source,5,0.500,2,0.500
168,null-source,9,0.500,5,0.500
169,null-source,10,0.333,5,0.333,2,0.333
170,null-source,10,0.500,8,0.500
171,null-source,7,0.500,2,0.500
172,null-source,2,0.500,1,0.500
173,null-source,10,0.333,7,0.333,5,0.333
174,null-source,6,0.500,5,0.500
175,null-source,10,0.500,4,0.500
176,null-source,10,0.500,4,0.500
177,null-source,7,0.500,5,0.500
178,null-source,8,0.500,6,0.500
179,null-source,6,0.500,4,0.500
180,null-source,8,0.500,5,0.500
181,null-source,10,0.500,3,0.500
182,null-source,9,0.500,5,0.500
183,null-source,7,0.500,2,0.500
184,null-source,9,0.500,1,0.500
185,null-source,8,0.500,2,0.500
186,null-source,4,0.500,1,0.500
187,null-source,3,1.000
188,null-source,9,1.000
189,null-source,10,0.333,8,0.333,2,0.333
190,null-source,2,1.000
191,null-source,10,0.500,2,0.500
192,null-source,9,0.500,4,0.500
193,null-source,6,0.500,1,0.500
194,null-source,9,0.500,7,0.500
195,null-source,10,0.500,5,0.500
196,null-source,6,0.500,3,0.500
197,null-source,5,0.500,10,0.250,8,0.250
198,null-source,5,0.500,3,0.500
199,null-source,3,1.000
200,null-source,8,0.500,6,0.500
201,null-source,2,0.400,6,0.200,4,0.200,1,0.200
202,null-source,7,0.500,4,0.500
203,null-source,4,0.500,3,0.500
204,null-source,3,0.500,2,0.500
205,null-source,3,0.333,8,0.167,7,0.167,4,0.167,2,0.167
206,null-source,9,0.500,3,0.500
207,null-source,10,0.500,9,0.500
208,null-source,7,1.000
209,null-source,3,1.000
210,null-source,9,0.500,4,0.500
211,null-source,10,0.500,8,0.500
212,null-source,8,1.000
213,null-source,6,0.500,1,0.500
214,null-source,4,1.000
215,null-source,4,0.500,3,0.500
216,null-source,10,0.500,2,0.500
217,null-source,8,0.750,4,0.250
218,null-source,9,0.500,3,0.500
219,null-source,9,0.500,2,0.500
220,null-source,10,0.500,8,0.500
221,null-source,9,0.500,1,0.500
222,null-source,7,0.500,5,0.500
223,null-source,4,0.500,1,0.500
224,null-source,7,0.500,5,0.500
225,null-source,10,0.333,9,0.333,5,0.333
226,null-source,9,0.500,1,0.500
227,null-source,9,0.500,1,0.500
228,null-source,6,0.500,4,0.500
229,null-source,10,1.000
230,null-source,9,0.500,8,0.500
231,null-source,5,0.500,3,0.500
232,null-source,8,0.500,1,0.500
233,null-source,8,0.500,5,0.500
234,null-source,4,0.500,3,0.500
235,null-source,10,0.500,8,0.500
236,null-source,5,0.500,4,0.500
237,null-source,9,0.500,7,0.500
238,null-source,3,0.500,1,0.500
239,null-source,10,0.500,1,0.500
240,null-source,8,0.500,5,0.500
241,null-source,8,0.400,6,0.200,3,0.200,2,0.200
242,null-source,9,0.500,1,0.500
243,null-source,6,0.500,5,0.500
244,null-source,8,0.500,6,0.500
245,null-source,6,0.500,2,0.500
246,null-source,9,0.500,4,0.500
247,null-source,10,0.500,4,0.500
248,null-source,8,0.500,7,0.500
249,null-source,9,0.333,4,0.333,2,0.333
250,null-source,9,1.000
251,null-source,9,0.500,5,0.500
252,null-source,7,1.000
253,null-source,9,0.500,6,0.500
254,null-source,8,0.500,4,0.500
255,null-source,9,0.500,5,0.500
256,null-source,9,0.500,3,0.500
257,null-source,10,0.400,3,0.400,8,0.200
258,null-source,8,0.500,5,0.500
259,null-source,8,1.000
260,null-source,4,0.500,3,0.500
261,null-source,8,0.500,2,0.500
262,null-source,8,0.500,5,0.500
263,null-source,3,0.500,2,0.500
264,null-source,8,0.500,6,0.500
265,null-source,4,0.286,2,0.286,7,0.143,6,0.143,1,0.143
266,null-source,6,0.500,5,0.500
267,null-source,10,0.500,5,0.500
268,null-source,9,0.500,7,0.500
269,null-source,3,1.000
270,null-source,6,1.000
271,null-source,9,0.500,6,0.500
272,null-source,10,0.500,3,0.500
273,null-source,9,0.500,3,0.500
274,null-source,8,0.500,5,0.500
275,null-source,7,0.500,1,0.500
276,null-source,9,0.500,8,0.500
277,null-source,1,0.667,9,0.333
278,null-source,10,0.500,5,0.500
279,null-source,6,0.500,3,0.500
280,null-source,9,0.500,5,0.500
281,null-source,9,0.600,6,0.200,2,0.200
282,null-source,10,0.500,2,0.500
283,null-source,4,0.500,2,0.500
284,null-source,9,0.500,8,0.500
285,null-source,10,0.500,8,0.500
286,null-source,9,0.500,7,0.500
287,null-source,7,0.500,6,0.500
288,null-source,6,0.500,2,0.500
289,null-source,8,0.500,2,0.500
290,null-source,9,0.500,7,0.500
291,null-source,8,0.500,4,0.500
292,null-source,8,1.000
293,null-source,3,0.500,1,0.500
294,null-source,7,0.500,6,0.500
295,null-source,7,0.500,4,0.500
296,null-source,8,0.500,6,0.500
297,null-source,9,0.333,10,0.167,4,0.167,2,0.167,1,0.167
298,null-source,8,0.500,3,0.500
299,null-source,8,0.500,2,0.500
300,null-source,9,0.500,5,0.500
301,null-source,3,0.400,9,0.200,8,0.200,4,0.200
302,null-source,9,0.500,5,0.500
303,null-source,7,0.500,6,0.500
304,null-source,5,0.500,1,0.500
305,null-source,7,0.286,10,0.143,9,0.143,6,0.143,5,0.143,4,0.143
306,null-source,4,0.500,2,0.500
307,null-source,6,0.500,3,0.500
308,null-source,9,0.500,6,0.500
309,null-source,5,0.286,7,0.214,1,0.214,6,0.143,10,0.071,2,0.071
310,null-source,7,0.500,6,0.500
311,null-source,9,0.500,2,0.500
312,null-source,8,0.500,7,0.500
313,null-source,2,1.000
314,null-source,5,0.500,1,0.500
315,null-source,3,0.500,1,0.500
316,null-source,4,0.500,3,0.500
317,null-source,7,0.300,2,0.300,8,0.200,9,0.100,6,0.100
318,null-source,8,0.500,3,0.500
319,null-source,10,0.500,6,0.500
320,null-source,2,0.500,1,0.500
321,null-source,9,0.400,1,0.400,4,0.200
322,null-source,6,1.000
323,null-source,10,0.500,1,0.500
324,null-source,9,0.500,1,0.500
325,null-source,10,0.429,4,0.286,3,0.143,2,0.143
326,null-source,9,0.500,1,0.500
327,null-source,5,0.500,3,0.500
328,null-source,6,0.500,4,0.500
329,null-source,10,0.400,8,0.200,6,0.200,3,0.200
330,null-source,7,0.500,3,0.500
331,null-source,8,0.500,1,0.500
332,null-source,3,0.500,1,0.500
333,null-source,10,0.333,6,0.222,3,0.222,5,0.111,1,0.111
334,null-source,3,0.500,1,0.500
335,null-source,5,0.500,1,0.500
336,null-source,7,0.500,2,0.500
337,null-source,10,0.500,2,0.500
338,null-source,6,0.500,1,0.500
339,null-source,6,0.500,1,0.500
340,null-source,1,1.000
341,null-source,9,0.500,5,0.500
342,null-source,10,0.500,2,0.500
343,null-source,2,0.500,1,0.500
344,null-source,10,0.500,2,0.500
345,null-source,5,0.364,10,0.182,6,0.182,9,0.091,4,0.091,2,0.091
346,null-source,4,0.500,3,0.500
347,null-source,9,0.500,3,0.500
348,null-source,5,1.000
349,null-source,9,0.333,1,0.333,6,0.167,2,0.167
350,null-source,9,0.500,4,0.500
351,null-source,3,0.500,1,0.500
352,null-source,6,0.500,3,0.500
353,null-source,4,1.000
354,null-source,8,0.500,1,0.500
355,null-source,6,1.000
356,null-source,6,1.000
357,null-source,5,0.300,3,0.200,9,0.100,8,0.100,6,0.100,4,0.100,2,0.100
358,null-source,7,0.500,4,0.500
359,null-source,10,0.500,1,0.500
360,null-source,8,0.500,7,0.500
361,null-source,8,0.333,6,0.333,4,0.333
362,null-source,10,1.000
363,null-source,7,0.500,1,0.500
364,null-source,3,0.500,1,0.500
365,null-source,8,0.400,1,0.400,4,0.200
366,null-source,8,0.500,3,0.500
367,null-source,8,0.500,3,0.500
368,null-source,9,0.500,5,0.500
369,null-source,6,0.500,2,0.500
370,null-source,6,0.500,3,0.500
371,null-source,2,0.500,1,0.500
372,null-source,6,0.500,5,0.500
373,null-source,9,0.333,8,0.167,6,0.167,4,0.167,1,0.167
374,null-source,6,0.500,1,0.500
375,null-source,8,0.500,1,0.500
376,null-source,9,0.500,3,0.500
377,null-source,5,0.667,10,0.333
378,null-source,8,0.500,7,0.500
379,null-source,2,0.500,1,0.500
380,null-source,6,0.500,4,0.500
381,null-source,5,0.500,8,0.167,6,0.167,3,0.167
382,null-source,8,0.500,6,0.500
383,null-source,10,0.500,9,0.500
384,null-source,8,0.500,2,0.500
385,null-source,5,0.429,10,0.143,6,0.143,3,0.143,1,0.143
386,null-source,9,0.500,5,0.500
387,null-source,3,0.500,1,0.500
388,null-source,6,0.500,3,0.500
389,null-source,2,1.000
390,null-source,4,0.500,2,0.500
391,null-source,7,0.500,3,0.500
392,null-source,9,0.500,2,0.500
393,null-source,10,0.429,7,0.143,6,0.143,4,0.143,1,0.143
394,null-source,7,0.500,6,0.500
395,null-source,7,0.500,2,0.500
396,null-source,6,0.500,1,0.500
397,null-source,10,0.250,8,0.250,7,0.250,2,0.250
398,null-source,10,0.500,7,0.500
399,null-source,5,0.500,3,0.500
400,null-source,8,0.500,2,0.500
401,null-source,3,1.000
402,null-source,7,0.500,2,0.500
403,null-source,5,0.500,3,0.500
404,null-source,5,0.500,2,0.500
405,null-source,10,0.500,5,0.500
406,null-source,6,0.500,3,0.500
407,null-source,3,1.000
408,null-source,10,0.500,5,0.500
409,null-source,8,0.667,10,0.333
410,null-source,10,0.500,8,0.500
411,null-source,10,0.500,4,0.500
412,null-source,10,0.500,6,0.500
413,null-source,7,0.500,2,0.500
414,null-source,10,0.500,7,0.500
415,null-source,6,0.500,2,0.500
416,null-source,7,0.500,4,0.500
417,null-source,6,0.556,2,0.222,9,0.111,5,0.111
418,null-source,9,0.500,6,0.500
419,null-source,6,0.500,1,0.500
420,null-source,2,1.000
421,null-source,8,0.333,7,0.333,10,0.167,2,0.167
422,null-source,6,0.500,2,0.500
423,null-source,10,0.500,2,0.500
424,null-source,6,0.500,2,0.500
425,null-source,2,0.222,10,0.111,9,0.111,8,0.111,7,0.111,6,0.111,4,0.111,3,0.111
426,null-source,7,0.500,5,0.500
427,null-source,7,0.500,1,0.500
428,null-source,6,0.500,5,0.500
429,null-source,9,0.333,5,0.333,3,0.333
430,null-source,3,0.500,2,0.500
431,null-source,10,0.500,6,0.500
432,null-source,4,0.500,1,0.500
433,null-source,9,0.667,2,0.333
434,null-source,8,0.500,1,0.500
435,null-source,9,0.500,3,0.500
436,null-source,5,0.500,4,0.500
437,null-source,2,0.500,1,0.500
438,null-source,6,0.500,4,0.500
439,null-source,6,0.500,2,0.500
440,null-source,6,0.500,2,0.500
441,null-source,9,0.333,8,0.333,3,0.333
442,null-source,8,0.500,7,0.500
443,null-source,10,0.500,4,0.500
444,null-source,5,0.500,3,0.500
445,null-source,2,0.429,9,0.143,7,0.143,6,0.143,1,0.143
446,null-source,10,0.500,8,0.500
447,null-source,9,0.500,4,0.500
448,null-source,7,0.500,4,0.500
449,null-source,9,0.500,7,0.500
450,null-source,7,0.500,4,0.500
451,null-source,7,0.500,4,0.500
452,null-source,7,0.500,3,0.500
453,null-source,9,0.333,2,0.222,1,0.222,8,0.111,4,0.111
454,null-source,4,0.500,3,0.500
455,null-source,4,0.500,3,0.500
456,null-source,8,0.500,1,0.500
457,null-source,10,0.333,9,0.167,7,0.167,4,0.167,2,0.167
458,null-source,9,0.500,4,0.500
459,null-source,9,0.500,2,0.500
460,null-source,7,0.500,5,0.500
461,null-source,9,0.500,1,0.500
462,null-source,8,0.500,2,0.500
463,null-source,3,0.500,1,0.500
464,null-source,5,0.500,1,0.500
465,null-source,7,1.000
466,null-source,9,0.500,7,0.500
467,null-source,8,0.500,6,0.500
468,null-source,10,0.500,3,0.500
469,null-source,5,0.333,10,0.167,9,0.167,7,0.167,6,0.167
470,null-source,5,0.500,3,0.500
471,null-source,10,0.500,1,0.500
472,null-source,9,0.500,8,0.500
473,null-source,8,0.500,2,0.500
474,null-source,10,0.500,6,0.500
475,null-source,9,1.000
476,null-source,7,0.500,6,0.500
477,null-source,7,0.571,10,0.143,9,0.143,5,0.143
478,null-source,2,1.000
479,null-source,9,0.500,6,0.500
480,null-source,7,0.500,4,0.500
481,null-source,1,0.444,10,0.222,9,0.111,6,0.111,4,0.111
482,null-source,3,0.500,2,0.500
483,null-source,5,0.500,2,0.500
484,null-source,7,0.500,4,0.500
485,null-source,9,0.500,2,0.200,1,0.200,10,0.100
486,null-source,9,0.500,2,0.500
487,null-source,4,0.500,1,0.500
488,null-source,10,0.500,6,0.500
489,null-source,3,0.333,6,0.222,2,0.222,7,0.111,4,0.111
490,null-source,8,0.500,4,0.500
491,null-source,9,0.500,7,0.500
492,null-source,9,0.500,1,0.500
493,null-source,7,0.300,5,0.200,9,0.100,8,0.100,6,0.100,4,0.100,2,0.100
494,null-source,10,0.500,5,0.500
495,null-source,8,1.000
496,null-source,8,0.500,1,0.500
497,null-source,10,0.500,3,0.500
498,null-source,10,0.500,4,0.500
499,null-source,7,0.500,5,0.500
500,null-source,9,0.500,1,0.500
501,null-source,8,0.500,1,0.500
502,null-source,10,0.500,3,0.500
503,null-source,5,0.500,4,0.500
504,null-source,1,1.000
505,null-source,7,0.667,1,0.333
506,null-source,6,0.500,5,0.500
507,null-source,2,0.500,1,0.500
508,null-source,7,0.500,3,0.500
509,null-source,10,0.500,8,0.500
510,null-source,3,1.000
511,null-source,10,0.500,7,0.500
512,null-source,6,0.500,3,0.500
513,null-source,2,0.250,10,0.125,6,0.125,5,0.125,4,0.125,3,0.125,1,0.125
514,null-source,10,0.500,4,0.500
515,null-source,7,1.000
516,null-source,2,1.000
517,null-source,7,0.400,2,0.200,8,0.100,6,0.100,5,0.100,4,0.100
518,null-source,10,0.500,7,0.500
519,null-source,9,0.500,5,0.500
520,null-source,7,1.000
521,null-source,10,0.167,9,0.167,8,0.167,5,0.167,4,0.167,2,0.167
522,null-source,8,0.500,6,0.500
523,null-source,6,0.500,1,0.500
524,null-source,7,0.500,6,0.500
525,null-source,2,0.667,9,0.333
526,null-source,8,0.500,5,0.500
527,null-source,9,0.500,6,0.500
528,null-source,6,0.500,3,0.500
529,null-source,9,0.500,8,0.500
530,null-source,7,0.500,5,0.500
531,null-source,10,1.000
532,null-source,10,0.500,9,0.500
533,null-source,5,0.250,10,0.125,9,0.125,8,0.125,3,0.125,2,0.125,1,0.125
534,null-source,5,0.500,3,0.500
535,null-source,6,0.500,3,0.500
536,null-source,7,0.500,2,0.500
537,null-source,10,0.500,5,0.500
538,null-source,8,0.500,5,0.500
539,null-source,9,0.500,1,0.500
540,null-source,5,0.500,3,0.500
541,null-source,7,0.250,3,0.250,2,0.250,1,0.250
542,null-source,5,0.500,2,0.500
543,null-source,10,0.500,6,0.500
544,null-source,10,0.500,4,0.500
545,null-source,10,0.750,5,0.250
546,null-source,7,0.500,6,0.500
547,null-source,9,0.500,8,0.500
548,null-source,10,0.500,6,0.500
549,null-source,10,0.500,9,0.250,4,0.250
550,null-source,9,0.500,1,0.500
551,null-source,9,0.500,3,0.500
552,null-source,10,1.000
